business_id,name,address,city,state,postal_code,stars,review_count,review_id,user_id,user_given_stars,text,useful,funny,cool,sentiment
30ibZa6RLsrdhmCUeoS7tQ,Texas Roadhouse,8650 Duncan Ave,Pittsburgh,PA,15237,3.5,35,G47VKJpIfAT4v6iaDGxwkw,L5rqmYt8t0KKAf4NZQ9_4g,2,"We have been to this location several times and I think last nights visit will be our last. We ordered the dinner for two combo which is an app and your choice of 2 dinners. Unfortunately our waitress (I don't remember her name because we only saw her 3 times, we actually thought she left for the evening at one point) put the entire order in at once. Therefore we got our app then 2 minutes later our salads and about 3 minutes after that our meals. When my wife spoke to the manager her response as well as the waitresses was ""well that happens sometimes"". Of course it does when you either don't know what your doing or you have more interest in turning a table over than providing a good guest experience. I wish I could say this was an isolated incident but as I said we have tried this place several times and last night was it. The servers don't care about service or their customer and the management at this location cares even less. I gave it 2 stars because the food was still pretty good despite all arriving at one time. Lesson learned, next time I will have to force the server to come back for the food order and don't expect common sense.",5,0,0,Negative
35JjuQ6nsSNshtt5hyLUCQ,Yamato Hibachi & Sushi Bar,3450 William Penn Hwy,Pittsburgh,PA,15235,3.5,74,6ekPxCqwa9JV0ApdWAbc2A,US96tM4NDGxsWRohb142SA,2,"I wanted to like this place and have tried it several times but each time it has been disappointing. I can't speak for the hibachi side of the restaurant but the food on the other side could be greatly improved along with the service. The sushi is presented nicely and isn't bad, but it isn't anything exceptional considering all of the competition that's now around the area. The miso was bland and just ok and the bento box was a bit expensive for the quality and taste. I would not order either one again. Service is very slow and pretty poor, even when the restaurant is not busy. Unfortunately you will be saddled with an 18% gratuity that is automatically added to your bill whether you feel it is appropriate or not for the service quality. The pros of this place are the parking is easy, it is in a convenient location, and the ambiance inside is great! You can get a decent sushi roll here. High ceilings and modern looking, there is a nice sushi bar to sit at and a nice bar if you want to enjoy a night out with friends or alone.",4,0,0,Negative
04kZ5CSh6oKhI5huU5bLdg,Bistro Penn,922 Penn Ave,Pittsburgh,PA,15222,3,249,eqHY5k7ur7bBvB5k75aBRA,kWPhHCTTZBSEyBuQR2P01Q,2,"Very good beer selection. You guys really need to figure out the ambiance. Bright lights = not good. Turn down the lights, and everyone will be much happier.",0,0,0,Negative
0Q0v-eDzWtaySg7cbVi0yg,Eadies's Market,1 Bny Mellon Ctr,Pittsburgh,PA,15219,3.5,15,Es-GsGc4fh0V87wKCuyiAg,g3V76Ja0XgWS1rqx0gxL_A,2,"Overpriced. The only reason they get two stars is because they sell cheese cubes which was always nice to add to a packed lunch, but still, it was very expensive for what you get. On top of it they make you spend $10 to use a card. I would rather grab a $5 sub across the street.",1,0,0,Negative
1M6tA3TqxcpptHW0_hP9Kw,Brillobox,4104 Penn Ave,Pittsburgh,PA,15224,3.5,143,NL7KGhcKtJeCGlDw7p7kvw,jOEognQVurpHjMT2lxXSuw,3,"Brillobox is an interesting food joint. We tried the mcbrillo burger and to my surprise it didn't come with fries. Fries are extra. $6 extra. Your side choices are broccoli, chips and salsa or something else that I normally wouldn't have as a side with a burger. I chose chips and salsa. Not even good chips and salsa. The burger itself was good, tasted really fresh but nothing special. Nothing really stood out to me. I don't know if they didn't put enough sauce on it or what but I wouldn't pay $12 for it again. I was thrown off by the poor seating. There's bar seating, the booths are great for groups, but theres a few TINY round tables for two people, they're so small and in the most awkward place, it just feels like everyone walking by is on top of you. Even the waiter kept having to move out of the way for people walking by while he was taking our order. I wanted to ask if we could move to a booth that just cleared up but didn't want to be rude if a group walked in. Basically this place is crowded in my opinion. That brings me to the service... they kinda just float around. They aren't really attentive. I had to flag them down. Not sure if I would return.",0,0,0,Negative
1MQQZ2kTiBbN3_hpmGdavw,Donatelli's Italian Food Center,4711 Liberty Ave,Pittsburgh,PA,15224,3.5,28,QZ2_kb81WHUaw0F9tnjm7w,AUpjuj0NsY5piiFHRVGaCA,2,This place is hit or miss. It needs a really good cleaning for one thing. If you are open till 6 wait on people till than. Do not close stuff early. Or have all your help cleaning at 5:30. I do buy things here but...,1,0,0,Negative
3eexaenBq8HvkTiYjVl3Pg,McKnight Kitchen,4860 McKnight Rd,Pittsburgh,PA,15237,4,39,iT1aepXB8zLN2Ppjnzk_6g,aw1QgQOwX73TOdgmdRaKSA,2,"Good Thai food, but not worth the abuse... These people are mentally unbalanced. The food was good, but not great; the prices are not competitive with the local market. The service was only good for the Asian customers I saw sitting behind and in front of us; I have no idea why they were so friendly to these customers and not to us. For us, it was psychotic and frightening. I told the staff that the service hadn't been top notch, and they went off the deep end. They asked, ""What wrong wid you?"" instead of asking what was wrong with the food\/service. When I replied that the question was not appropriate, they took away our bill and refused to let us pay and refused to accept a tip for the server. They literally wouldn't take our money. Then they yelled and screamed at us until we left.",5,2,2,Negative
3eexaenBq8HvkTiYjVl3Pg,McKnight Kitchen,4860 McKnight Rd,Pittsburgh,PA,15237,4,39,JNqh2ER3sGT2sc8m3A3AfQ,DCAKyYwrhKEbxT8XIfPIeQ,3,"This restaurant takes over the ol' Burger 21 place that occupied the venue for about 6 months to a year. The signs for burgers shakes and fries on the bright red awnings are painted over with black. The interior is definitely malt shop chic, an asian fusion restaurant possessing the body of a burger joint, still, they make it work...the shake counter is now a sushi bar. There are some growing pains it would seem. When I walked in it took what felt like an awkwardly long time for the young man behind the register to glance up at me from what he was working on (phone?). It may have only been 30 seconds, but when you're standing in front of someone who doesn't look up, it seems like forever. The place was relatively empty. The booths lining the walls were filled but the interior tables were vacant. He surprised me when he seated me by saying he wanted to place me at a table by the window so he wouldn't forget about me. He gave me the menu...and then appeared to forget about me. I overheard him telling nearly every customer thank you for your patience, but it honestly didn't take long once I'd placed my order to get my food. They must have been short staffed, he returned to tell me that the sushi chef was helping in the kitchen so it would be a few more minutes until I got my Arizona rolls, but my shrimp pad thai arrived relatively quickly. They brought my sushi out...but it was someone else's. They then brought the right order and it was delicious. So ultimately...the pad thai was good. The sushi rolls were good. They did that thing that I hate where they left the tails on the shrimp so I had to pick them up with my fingers to remove the tails, but I couldn't tell if it was on purpose. There were probably six or so shrimp and maybe three of them had tails on and three did not. So either they're inconsistent in their preparation, or they leave the tails on...either way, room for improvement. The taste of all of my food was really good. When I got up to pay my bill the server again apologized for the wait and thanked me for my patience, noting that...as I could see...everyone came all at once. But...it was still just as half full as it had been when I showed up. Whatever the reason for the apologies and waits and incorrect orders, they were all minor issues. The food was good. The price was reasonable. The ""wait"" was not long. I think maybe just a little inexperience on the part of the staff and possibly a no-show in the kitchen. No reason to turn you away from trying them out. I would definitely go back for a casual lunch or dinner. Not really a date-worthy place, but a good work lunch atmosphere.",6,1,3,Negative
1cGyzWtfOoDiE8V0OR85yA,Crepes Parisiennes,207 S Craig St,Pittsburgh,PA,15213,4,130,tFWoZyYJEF0u3mIbTIExYA,D9Hfr6nJqxPC2ZZjMhdBeA,2,"The setting is nice and staff is pleasant, but the crepes and coffee are average at best. Ingredients were too simple and not very flavorful. It had the feel of a fast food crepe restaurant with a lack of attention to food quality. The restaurant is also cash only which is inconvenient and likely deters business. You will get far better crepes at restaurants such as Cafe Moulin or Square Cafe.",0,0,0,Negative
1dhPgc7E7IzzpxjHM2LphQ,Mad Mex - Oakland,370 Atwood St,Pittsburgh,PA,15213,3.5,248,1YBtW1r3uepNqfqJ9ksqVA,_0qwia50lI5bjoFflPbL6Q,1,"Gross. The chips were stale, blah. I ordered a burrito. It came out in a square shape and had the texture\/ taste of a microwavable burrito. My friend got enchiladas which he hated-they weren't real enchiladas but a glop of goo with a tortilla on top then sauce and cheese. I will not be going back.",0,0,0,Negative
1RECFIhw6tdiP4l3smu6Kw,The Yard,100 5th Ave,Pittsburgh,PA,15222,3.5,206,gvnXP8bp0_GwY6fnJezrpA,DCAKyYwrhKEbxT8XIfPIeQ,3,"Just got together with some friends to have appetizers and drinks. There is a nice beer list, and the drinks were good. Enjoyed the appetizers, specifically...The balls. Try the balls they are delicious. I got a grilled cheese that was pretty good. I like the Market Square location too. The only thing keeping this from the fourth star was the fact that it was an 85° day outside and if there was air conditioning at all then it was maybe cooling the inside temp down to 83°. Eventually had to leave to cool off.",2,0,0,Negative
1RECFIhw6tdiP4l3smu6Kw,The Yard,100 5th Ave,Pittsburgh,PA,15222,3.5,206,xd2pS048K28_qEFfXyqH_g,#NAME?,1,"Been here a couple times but this time was pretty unpleasant - we had a reservation yet we were basically asked to leave our table less than 10 minutes after closing out our tab because ""another party had a reservation."" We still had full beers when we were asked to give up our table, and the hostess was aloof and standoffish when I told her we would leave once we were finished. The place was packed because of the Pens parade, so I understand there was a rush to get people seated but I find it pretty rude and ridiculous to try and kick someone out after they have paid $80+ for a meal while they're trying to finish drinks. Won't be going back here.",0,0,0,Negative
04kZ5CSh6oKhI5huU5bLdg,Bistro Penn,922 Penn Ave,Pittsburgh,PA,15222,3,249,lwvvfQCJXmDk8SpaBh9Hmw,TPHfddkYkrJR3JAJEt6djQ,1,"As far as beer goes, this place is great. The staff, on the other hand, leaves a lot to be desired. When the manager says to a party of 7, ""it's time""-after telling us that in ""10 minutes you have to get out of here,"" it's no wonder the staff is unhappy. Work on your management and manners, sharp edge. No thank you.",2,0,0,Negative
0PVxodALQu-soL5J8bjerQ,Ritters Diner,5221 Baum Blvd,Pittsburgh,PA,15224,3.5,197,5UdXLXtf2XwSqW317ejzMg,4IlFpxJ-HU1iBKo89WV7IQ,3,"Sometimes at four in the morning you need a place to eat, and, for that purpose, Ritters does its job. Otherwise the food is pretty mediocre. Remember if you can after a long night out that this establishment is cash only. You are never going to get great service here, and for the most part at night when the entire place is packed full of belligerent drunks why should you? The waitstaff does their job: takes orders, brings out the food, and refills your drinks, but don't expect much more and surely don't expect to have all your requests pampered. I feel bad for the waitstaff who have to deal with drunks all night, especially on the weekend. This is a Pittsburgh landmark, nice diner vibe, and a place where I will always have great memories. Though the food is pretty mediocre and slightly overpriced for the quality I will always keep coming back here out of nostalgia.",0,2,1,Negative
1dhPgc7E7IzzpxjHM2LphQ,Mad Mex - Oakland,370 Atwood St,Pittsburgh,PA,15213,3.5,248,NYuaFsrUXTIl8cdDpaelEQ,YmZb7nsmeufYcsjhg84zcw,2,"I had been to this place more than a few times and tried the chicken in just about every shape and form. I've had the Chicken Tacos, the Chicken Burrito, Chicken Fajitas and the Chicken Quesadilla. Someone on here calls it modern Mexican Food, I just call it fancy shmancy and artsy fartsy. No matter what I order it just tastes like it has too much pepper, a little sour and nothing like authentic mexican cuisine. First of all the Salsa sucks. It's just not good at all nor are the chips that go with it. I don't think many people are used to paying $4 or $5 for chips and salsa when they go to a Mexican place. I know I am not. In every other place on the planet It is free and usually arrives almost before you are handed your menus. Last time I went for lunch I tried the Tortilla soup. It had the consistency of a butternut squash soup with zero chicken inside. If I did not read it on the menu and was just handed a cup I would never have guessed what it was. Their Fajitas are painfully average, Not sure if you like paying over $10 for the equivalent of one thinly sliced half chicken breast and some fried peppers and onions. Just seem like less quality than I am used to recieving. The rice is mediocre and usually comes cold on the plate, the black beans have an over bearing peppery taste that I could definately do without. Their roasted red pepper sauce put overtop the Chimichange may be gourmet but it is too sour and tastes like stomach acid. Not really what I would call delicious or even a sought after flavor. I just never got this place. I think it is has more of a draw for people wanting to go drink in a trendy place that is popular with the 20 something dirty panty crowd. In my opinion if you want a good burrito and don't need to have a few drinks before eating it just walk into a Chipotle and pay your $6.50 and be on your way. Save yourself from overpriced food and over tipping the short stocky waitress with glasses, messy hair and no makeup on that seem to be in every Mad Mex. I think it must be a pre-requisite to working there.",0,0,0,Negative
1RECFIhw6tdiP4l3smu6Kw,The Yard,100 5th Ave,Pittsburgh,PA,15222,3.5,206,htrwyNirxzhX4pFetpkUvQ,dv3EAscWP_sloezna312KQ,3,"I've been here a few times and each time, I've had cold fries, and a grilled cheese that looked like it had oily cheap cheese from a packet. Grilled cheeses never really look like they touch a griddle for more than a few seconds. Service is always good! I'll definitely go back but may order my grilled cheese a little toastier!",1,1,0,Negative
1RECFIhw6tdiP4l3smu6Kw,The Yard,100 5th Ave,Pittsburgh,PA,15222,3.5,206,jeSlKfoSYlbIBcBq9u8ZNA,aKHmQdmnvN0NHF8MXiA4ng,3,"I love The Yard, however, the Market Square location isn't my favorite. My friends and I have gone after work a couple of times and the hosts\/hostesses have always made it so uncomfortable for us as far as seating us around happy hour. The tables are somehow always reserved except for maybe a few so we also feel like a burden coming in. Other than that awkward encounter, the waiting staff is typically very friendly. If you aren't at the bar, sometimes you might have to wait a little for a drink, but it's not a huge deal. Their pretzels are DELICIOUS and filling for an app! The happy hour has decent prices and they have a fun selection of beers!",1,0,1,Negative
3GuqcEYaF1d1WXcwOX5xPw,Square Cafe,1137 S Braddock Ave,Pittsburgh,PA,15218,4,390,xG-71ny_MUI5fNZUhnhieA,b4ZbEEDbCPT6pVT4ImJU4w,3,"2.5 square encased stars. This morning I splurged on a $9 vegan breakfast burrito and here's what I have to say about it: * Portion was huge. * Potatoes were nicely spiced and perfectly cooked. * Too much ""chorizo"" and not enough veggies or avocado in the burrito. * Chiorzo a bit heavy on the cumin making for a powdery spice mouth feel. * Salsa was not very flavorful, mostly tomato. * Not enough salsa to sufficiently moisten the burrito. * Salsa served in disposable ramekin. Needless waste. * Franks Red Hot, yes! * A fair attempt but definitely missing something. Roasted garlic and\/or fresh cilantro could really set this thing off. Ooh, and pineapple! Place was pleasantly bright with uplifting decor. Service was absolutely good. Interesting ""Choice"" of teas (Choice brand). I will probably try some sides a la carte next time.",3,1,2,Negative
4ggOHxvlxnF0a00hDDVbnQ,Sunny Jim's Tavern,255 Camp Horne Rd,Pittsburgh,PA,15202,3.5,59,O5ddy70Z5hSw-sQtmGADkg,6qOlIzbp1ZPiXVM3r-369Q,3,"Exceptional wings, some if the best I ever had. They are smoked and not deep fried. I've been told the Chipotle Ranch sauce is purchased and not made, not sure how this is possible as some days it's more on the Chipotle side and others it is straight ranch with a slight hint of Chipotle. Would give 4 stars if the Chipotle wasn't always hit or miss and would give 5 star if the ""wing special"" didn't just go up almost double and isn't a deal anymore as they are wingdings and not full wings. I'll stick to places that offer full wings for 10 cents more in the area....",0,0,0,Negative
5idHlOd78PQH93RWIM6KYA,Tipsy Cow,5741 Ellsworth Ave,Pittsburgh,PA,15232,3.5,55,OwFWqS6pRO_rJl3mueHdrA,vvkKcg7_5i-S5f4SuNEEDg,2,The waitress made me feel as if I were bothering her while she sat at the end of the bar eating her food with the hostess and other staff... I wanted to eat and have fun too.I had to ask for a menu she never offered...smh,0,0,0,Negative
7mU3l5VjH1IxsXcxBxUblg,Emilliano's Mexican Restaurant and Bar,2557 E Carson St,Pittsburgh,PA,15203,3.5,223,FK8Cc1sEaz0w09MWnMRqCw,y15vqKddeH1tArRdF4SRnw,2,Pretty average except for the guacamole. I would come here for that in a heartbeat. As for the tacos? I'll go to Qdoba instead.,2,1,1,Negative
7wMB3wMbOp0gq3l6nHfOaA,Ramen Bar,5860 Forbes Ave,Pittsburgh,PA,15217,3.5,243,#NAME?,2G1CKCiag-DusnKNTifTWg,3,Loved this place! Great memories of getting Ramen in Japan. Prices reasonable. Great fun and great meal with the family.,0,0,0,Negative
8B1Hi9253IICz8-5Aw5qrw,Spork,5430 Penn Ave,Pittsburgh,PA,15206,4,100,O7j7FxRz7u8Y16ofIKIclg,uQpgdu8e5ktEw2aCu-1TEA,2,"Great atmosphere, but the hostess completely blew it in terms of expectations on wait time. We used No Wait to get in line at 6:30 for an 8 pm dinner with a party of 4. The hostess refused to give us an ETA for dinner and then kept telling us we would be ""the next small table."" The bar was packed so we couldn't even order drinks. At 8:30 we again asked the hostess and she wouldn't give an estimate. We waited until 8:45, and then my wife who is pregnant had to leave because she was too hungry. We told the hostess, and I walked my wife to the parking lot on the other side of Penn Ave. Almost as soon as I got back, they finally offered us a spot at the counter by the kitchen. Why didn't the hostess tell us before my wife walked out?! Just a total lack of common sense. The meal was fine, great meatballs, but the server took forever to take our drink order and the drinks (wine and beer - not cocktails) were slow to come. They clearly have some kinks to work out, and we will not be going back on a weekend night.",3,0,0,Negative
1GaooxqCWHzulI2Ub3CXEw,Mad Mex - South Hills,"Scott Towne Center, 2101 Greentree Rd",Pittsburgh,PA,15220,3,107,t0xr7thnTAiSAzGtssEfWw,D8PJTlkMlwAyDjow3pup_Q,2,"I think its time to sacrifice time and convenience. When we visit the area....this place always lacks the experience that we receive from ShadySide, Robinson, and Ross Park. Even though it closer to my Dad's House when visiting...its time for us to part ways. The food and service is never as good at this location. I love, love, love their tofu tacos...but this was just eh this time...it was as though the thick pieces fell apart and they were small and too crunchy and maybe just old...bleh. I couldn't even finish them, even though I cannot wait to eat them the 3 times a year I get to have them. Total Bummer.",0,0,0,Negative
1HfkEkNhI6XJXkgrCTBKpw,The Urban Tap,1209 E Carson St,Pittsburgh,PA,15203,4,224,e5iUxbHe-YFBsc3fGqmS_Q,ZKhvAgCA4PLG18olaBuoBg,3,Coke refill is NOT free! And they dont tell you until you read your check (2x Coke $5.00) and im only one person. But the alaskan cod burger is good.,0,0,0,Negative
1JbrO_ZoY6a8R3llJHVzUQ,Taco Bell,1000-1004 Ridge Ave,Pittsburgh,PA,15202,2.5,15,DOlJpqIhh911amptatZtZw,12XEDblwa7kJyxr0_6keTg,1,"Taco Bell has blown it with this new ""Dollar Cravings Menu"" The items on it are just rehashed versions of things that were already on the menu for cheaper prices. Not to mention the sizes are half the size of the original product.",0,0,0,Negative
1RECFIhw6tdiP4l3smu6Kw,The Yard,100 5th Ave,Pittsburgh,PA,15222,3.5,206,JR1sO06CwnXVgNO5fY0sVg,O5ZjuBRKz7fv3Ti70M9Eig,2,"Hard to believe that 3 grilled cheese sandwiches, four beers, one appetizer and an order of lettuce wraps cost 93 dollars with tip. In addition,the service was extremely slow and the food quality was fair. Ordered a Sam Adams on nitro to be told ten minutes later they were out of it. My yard of beer, listed at ten bucks was listed on the check for 11. When questioned why this was, I was told the glasses were changed from 32 to 34 ounces but the charge would be reduced to the menu price. I was then asked to hand the waiter the menu so adjustments could be made. How many customers were charged an extra buck without their knowledge? Appetizer of fried Mac n cheese balls took thirty minutes from order to table! Restaurant not overly busy at 2pm so what was the deal? Disappointed to say the least. Ten dollars to park made it even more costly as we were there nearly 2 hours for lunch, with no wait to be seated. You gotta really like grilled cheese sandwiches to justify the expenditure.",0,0,0,Negative
2LVuwl-eH-8PYikyFmqcTQ,Papa Da Vinci,3526 Blvd Of The Allies,Pittsburgh,PA,15213,2.5,28,18G6h_sQuoAf7nOV-Sw1wg,yLKbLcOWqOO_qtYSbhIV-g,1,"This food was g-ross. We got a meatball sub (cold - no sauce, salty, minimal meat -- meatballs sliced in half) that was dry and tasted bad as opposed to the preferable option of tasteless. the Chicken Ranchero was a mess of mushroom, no lettuce, tomato, ranch or bacon. AND, it had sweet peppers on it. In short, it was the wrong sub! Ordered online, so I don't know how they got the wrong order. YIKES -- do not order from here. This place makes Subway look like a five-star restaurant. Go there instead -- eat fresh. AND -- we just found out they sent us the wrong sub! Instead of rectifying it, the manager hung up on us, stating they ""didn't have time to deal with it""! Probably because of all the other wrong orders!!",5,4,2,Negative
2UCXCbv7qaO3d8FfQd4Ing,Pizza Bellino,5839 Forbes Ave,Pittsburgh,PA,15217,3,62,dI5ZQCwyBUNUkvghcASXVA,#NAME?,1,"Terrible service, rude employees.....I can't comment on the food because after we were told it was on its way the order was cancelled. If their food is anything like their customer service I'm sure it's pure excrement.....",0,0,0,Negative
